date,stock,price
2011-03-28,Stock_A,96.97353858231496
2011-03-29,Stock_A,116.27870761328532
2011-03-30,Stock_A,102.97802829982668
2011-03-31,Stock_A,108.56560857945277
2011-04-01,Stock_A,64.16533030450512
2011-04-04,Stock_A,87.12647379324399
2011-04-05,Stock_A,96.73877552900257
2011-04-06,Stock_A,127.40688599382675
2011-04-07,Stock_A,106.91773596473118
2011-04-08,Stock_A,65.62223245902669
2011-04-11,Stock_A,108.75634096713783
2011-04-12,Stock_A,82.45428122037558
2011-04-13,Stock_A,84.19375097672213
2011-04-14,Stock_A,98.83713340208833
2011-04-15,Stock_A,105.5342832014977
2011-04-18,Stock_A,84.44635812136814
2011-04-19,Stock_A,65.06470147143312
2011-04-20,Stock_A,96.45694769304092
2011-04-21,Stock_A,95.52192272382628
2011-04-22,Stock_A,128.67128023558251
2011-04-25,Stock_A,100.8540680078405
2011-04-26,Stock_A,123.57615085458622
2011-04-27,Stock_A,142.32283476135527
2011-04-28,Stock_A,77.85488248320814
2011-04-29,Stock_A,129.411882728894
2011-05-02,Stock_A,118.6490053132593
2011-05-03,Stock_A,55.63890405660172
2011-05-04,Stock_A,96.24050348799007
2011-05-05,Stock_A,114.11146234735257
2011-05-06,Stock_A,106.7574839922319
2011-05-09,Stock_A,133.15073441654724
2011-05-10,Stock_A,111.8058068713389
2011-05-11,Stock_A,71.40426701867673
2011-05-12,Stock_A,115.85232094784998
2011-05-13,Stock_A,77.1374876685444
2011-05-16,Stock_A,88.94750792606652
2011-05-17,Stock_A,121.96636730184863
2011-05-18,Stock_A,119.71139234533028
2011-05-19,Stock_A,100.76672232145556
2011-05-20,Stock_A,85.5094422359634
2011-05-23,Stock_A,95.99692780159047
2011-05-24,Stock_A,97.7558419948887
2011-05-25,Stock_A,88.66652862555782
2011-05-26,Stock_A,122.70951591698935
2011-05-27,Stock_A,91.69115616466004
2011-05-30,Stock_A,94.76540338887193
2011-05-31,Stock_A,95.31309663449836
2011-06-01,Stock_A,113.9437404964724
2011-06-02,Stock_A,105.08588593628423
2011-06-03,Stock_A,104.36531366305015
2011-06-06,Stock_A,81.14740037335697
2011-06-07,Stock_A,104.69532203382035
2011-06-08,Stock_A,114.92164658259198
2011-06-09,Stock_A,93.11195965396006
2011-06-10,Stock_A,102.9181765618057
2011-06-13,Stock_A,118.41540962063883
2011-06-14,Stock_A,83.97173994107655
2011-06-15,Stock_A,84.25314729118335
2011-06-16,Stock_A,97.58912772644562
2011-06-17,Stock_A,115.60116852552744
2011-06-20,Stock_A,40.356846805385956
2011-06-21,Stock_A,96.0883906705721
2011-06-22,Stock_A,85.90639253016471
2011-06-23,Stock_A,107.14903172828204
2011-06-24,Stock_A,98.03243581509982
2011-06-27,Stock_A,122.85544719987556
2011-06-28,Stock_A,112.99416266938188
2011-06-29,Stock_A,95.44751249013669
2011-06-30,Stock_A,79.63223563815619
2011-07-01,Stock_A,106.99162731172605
2011-07-04,Stock_A,94.01273225547473
2011-07-05,Stock_A,95.91187713895745
2011-07-06,Stock_A,76.75163128306164
2011-07-07,Stock_A,103.0529467570107
2011-07-08,Stock_A,89.8530169660174
2011-07-11,Stock_A,91.86058949788716
2011-07-12,Stock_A,27.641212913927518
2011-07-13,Stock_A,100.66780890360505
2011-07-14,Stock_A,80.97139588638757
2011-07-15,Stock_A,110.31937202090174
2011-07-18,Stock_A,101.42210147548394
2011-07-19,Stock_A,70.60720739427141
2011-07-20,Stock_A,97.92794843956946
2011-07-21,Stock_A,104.298753056293
2011-07-22,Stock_A,141.73309074633073
2011-07-25,Stock_A,111.98735191141378
2011-07-26,Stock_A,74.17357693865512
2011-07-27,Stock_A,138.8636098089376
2011-07-28,Stock_A,94.502411964752
2011-07-29,Stock_A,94.41605992121704
2011-08-01,Stock_A,138.83783802275912
2011-08-02,Stock_A,87.4307879707987
2011-08-03,Stock_A,96.85726964699265
2011-08-04,Stock_A,67.3733572479056
2011-08-05,Stock_A,99.21846401006192
2011-08-08,Stock_A,96.97906862650932
2011-08-09,Stock_A,92.04332871233464
2011-08-10,Stock_A,103.16623017213342
2011-08-11,Stock_A,83.62003786878725
2011-08-12,Stock_A,129.29090194244802
2011-08-15,Stock_A,100.36750874806597
2011-08-16,Stock_A,84.60243957573866
2011-08-17,Stock_A,72.15030337036488
2011-08-18,Stock_A,100.9464650369944
2011-08-19,Stock_A,118.36899927612266
2011-08-22,Stock_A,107.12370755977511
2011-08-23,Stock_A,139.71027906720337
2011-08-24,Stock_A,140.14394977536347
2011-08-25,Stock_A,74.41620172781089
2011-08-26,Stock_A,70.18615704649042
2011-08-29,Stock_A,84.60548219520678
2011-08-30,Stock_A,114.10698157212242
2011-08-31,Stock_A,107.80012188027118
2011-09-01,Stock_A,120.21576134408608
2011-09-02,Stock_A,79.28746419762918
2011-09-05,Stock_A,64.52276631345052
2011-09-06,Stock_A,88.172580831597
2011-09-07,Stock_A,111.73173549693
2011-09-08,Stock_A,103.23348930935634
2011-09-09,Stock_A,124.91191586202042
2011-09-12,Stock_A,85.76129460896347
2011-09-13,Stock_A,119.91115837604127
2011-09-14,Stock_A,87.85798044261061
2011-09-15,Stock_A,115.56721314877974
2011-09-16,Stock_A,115.23621349621723
2011-09-19,Stock_A,131.516041599677
2011-09-20,Stock_A,73.21848997192059
2011-09-21,Stock_A,127.6663781972295
2011-09-22,Stock_A,108.9195778242202
2011-09-23,Stock_A,101.20683393935481
2011-09-26,Stock_A,97.33332466420877
2011-09-27,Stock_A,98.54423501733959
2011-09-28,Stock_A,100.78849644910905
2011-09-29,Stock_A,67.82417318623516
2011-09-30,Stock_A,104.88078909486467
2011-10-03,Stock_A,103.02871394413447
2011-10-04,Stock_A,86.8413810541442
2011-10-05,Stock_A,100.65700385831816
2011-10-06,Stock_A,122.06634459159439
2011-10-07,Stock_A,87.70370436474224
2011-10-10,Stock_A,77.21709248241191
2011-10-11,Stock_A,85.54613786240799
2011-10-12,Stock_A,58.27015464860648
2011-10-13,Stock_A,135.81419059700326
2011-10-14,Stock_A,83.3722858158267
2011-10-17,Stock_A,125.25515558279469
2011-10-18,Stock_A,75.19078770268898
2011-10-19,Stock_A,87.6266284185761
2011-10-20,Stock_A,101.28185300094424
2011-10-21,Stock_A,112.87907956801882
2011-10-24,Stock_A,98.60530021322984
2011-10-25,Stock_A,69.20937468245506
2011-10-26,Stock_A,98.89023276766665
2011-10-27,Stock_A,125.18582216245844
2011-10-28,Stock_A,106.51490936141568
2011-10-31,Stock_A,144.31419987323454
2011-11-01,Stock_A,103.42828263366825
2011-11-02,Stock_A,120.26461437857243
2011-11-03,Stock_A,110.50437399150474
2011-11-04,Stock_A,87.33402890883382
2011-11-07,Stock_A,98.766787484543
2011-11-08,Stock_A,122.25451857182986
2011-11-09,Stock_A,93.06109854535433
2011-11-10,Stock_A,107.9902267475753
2011-11-11,Stock_A,87.57364379727294
2011-11-14,Stock_A,118.58276889404655
2011-11-15,Stock_A,101.65396733764815
2011-11-16,Stock_A,117.29373851049195
2011-11-17,Stock_A,124.90674845326234
2011-11-18,Stock_A,113.43170595344961
2011-11-21,Stock_A,96.38711067386038
2011-11-22,Stock_A,96.75320483112286
2011-11-23,Stock_A,57.88714948689928
2011-11-24,Stock_A,108.56671638101052
2011-11-25,Stock_A,120.98876848310402
2011-11-28,Stock_A,75.23776312906622
2011-11-29,Stock_A,96.86783266407696
2011-11-30,Stock_A,96.46210406499587
2011-12-01,Stock_A,109.27680112704397
2011-12-02,Stock_A,102.93338663695172
2011-12-05,Stock_A,81.76139073864067
2011-12-06,Stock_A,132.22423304434582
2011-12-07,Stock_A,66.63326561746308
2011-12-08,Stock_A,87.87829438306353
2011-12-09,Stock_A,73.36487900101046
2011-12-12,Stock_A,107.11473901020148
2011-12-13,Stock_A,109.28802306266492
2011-12-14,Stock_A,97.66489247652375
2011-12-15,Stock_A,75.7488914319816
2011-12-16,Stock_A,81.34719153640333
2011-12-19,Stock_A,117.8440313067679
2011-12-20,Stock_A,98.404748696258
2011-12-21,Stock_A,90.90532405467388
2011-12-22,Stock_A,86.06875177710707
2011-12-23,Stock_A,97.60203631743315
2011-12-26,Stock_A,111.38734694498015
2011-12-27,Stock_A,95.10493087898593
2011-12-28,Stock_A,108.65661602722821
2011-12-29,Stock_A,68.74507845511162
2011-12-30,Stock_A,122.6873234822961
2012-01-02,Stock_A,99.24080127043236
2012-01-03,Stock_A,80.38633120126453
2012-01-04,Stock_A,108.81716535541683
2012-01-05,Stock_A,103.61684083911445
2012-01-06,Stock_A,77.53088765524967
2012-01-09,Stock_A,97.56900057838466
2012-01-10,Stock_A,89.64450261118367
2012-01-11,Stock_A,74.64526105096468
2012-01-12,Stock_A,91.56790580830354
2012-01-13,Stock_A,79.09375713054834
2012-01-16,Stock_A,75.53634779240224
2012-01-17,Stock_A,109.94185231030595
2012-01-18,Stock_A,106.11419920915037
2012-01-19,Stock_A,94.8640507266954
2012-01-20,Stock_A,55.16718581663743
2012-01-23,Stock_A,98.57009266510981
2012-01-24,Stock_A,115.20989200870287
2012-01-25,Stock_A,124.2190120730877
2012-01-26,Stock_A,120.35157484583634
2012-01-27,Stock_A,76.2056640817863
2012-01-30,Stock_A,84.44476761050399
2012-01-31,Stock_A,96.66787761706358
2012-02-01,Stock_A,98.46617303480794
2012-02-02,Stock_A,100.60746849060348
2012-02-03,Stock_A,122.39183798636071
2012-02-06,Stock_A,103.9091720982167
2012-02-07,Stock_A,124.27454051532284
2012-02-08,Stock_A,84.51983569260908
2012-02-09,Stock_A,92.2113702878455
2012-02-10,Stock_A,91.51139736572105
2012-02-13,Stock_A,98.87335543441962
2012-02-14,Stock_A,72.87046103649031
2012-02-15,Stock_A,138.42764203382706
2012-02-16,Stock_A,101.92882849853103
2012-02-17,Stock_A,77.13077310289319
2012-02-20,Stock_A,78.25380920942808
2012-02-21,Stock_A,101.60600529767018
2012-02-22,Stock_A,111.84577703766013
2012-02-23,Stock_A,118.79862467822431
2012-02-24,Stock_A,100.94626309063527
2012-02-27,Stock_A,112.19936565484784
2012-02-28,Stock_A,106.80525683702918
2012-02-29,Stock_A,97.89896226443757
2012-03-01,Stock_A,93.18802105991196
2012-03-02,Stock_A,100.5409765541285
2012-03-05,Stock_A,97.6813693428852
2012-03-06,Stock_A,99.8773128233505
2012-03-07,Stock_A,108.98779215167167
2012-03-08,Stock_A,132.39767594113306
2012-03-09,Stock_A,79.9105305516232
2012-03-12,Stock_A,101.89668207530475
2012-03-13,Stock_A,107.03588648709417
2012-03-14,Stock_A,92.57343594424147
2012-03-15,Stock_A,121.59931984990028
2012-03-16,Stock_A,90.27896809051768
2012-03-19,Stock_A,113.49127955999587
2012-03-20,Stock_A,125.190574018672
2012-03-21,Stock_A,107.95348541332105
2012-03-22,Stock_A,96.4763183138089
2012-03-23,Stock_A,109.61511980084549
2012-03-26,Stock_A,92.05747561184116
2012-03-27,Stock_A,85.8254758063833
2012-03-28,Stock_A,107.32304377819074
2012-03-29,Stock_A,114.99738973217548
2012-03-30,Stock_A,101.92271684509689
2012-04-02,Stock_A,111.17596722369035
2012-04-03,Stock_A,146.126287704703
2012-04-04,Stock_A,124.40044341975624
2012-04-05,Stock_A,88.70530689244862
2012-04-06,Stock_A,103.7049756427744
2012-04-09,Stock_A,106.04134584873067
2012-04-10,Stock_A,83.19117709137038
2012-04-11,Stock_A,112.3123837902374
2012-04-12,Stock_A,84.88347423919002
2012-04-13,Stock_A,113.45558002772758
2012-04-16,Stock_A,138.66383670145774
2012-04-17,Stock_A,97.47724110180293
2012-04-18,Stock_A,108.74515133841071
2012-04-19,Stock_A,105.83811822735703
2012-04-20,Stock_A,81.32434893656836
2012-04-23,Stock_A,85.27192095566544
2012-04-24,Stock_A,107.18572835575853
2012-04-25,Stock_A,102.62642437698352
2012-04-26,Stock_A,97.33276489409694
2012-04-27,Stock_A,118.64244152211936
2012-04-30,Stock_A,109.32144794861452
2012-05-01,Stock_A,144.07643354471443
2012-05-02,Stock_A,81.431198369555
2012-05-03,Stock_A,91.99212868204532
2012-05-04,Stock_A,129.0624570994778
2012-05-07,Stock_A,133.7614602611876
2012-05-08,Stock_A,82.81399070756856
2012-05-09,Stock_A,92.21399593797845
2012-05-10,Stock_A,96.4201945895841
2012-05-11,Stock_A,128.17139981881954
2012-05-14,Stock_A,97.28825868683442
2012-05-15,Stock_A,96.60332721299798
2012-05-16,Stock_A,94.71273956856031
2012-05-17,Stock_A,102.1766106230139
2012-05-18,Stock_A,106.86877561980425
2012-05-21,Stock_A,137.56993885489095
2012-05-22,Stock_A,129.28267699962868
2012-05-23,Stock_A,78.36287905109148
2012-05-24,Stock_A,96.24983806056326
2012-05-25,Stock_A,100.40803514868247
2012-05-28,Stock_A,91.12646970946018
2012-05-29,Stock_A,120.0521913587511
2012-05-30,Stock_A,126.96762831897631
2012-05-31,Stock_A,90.40492063399539
2012-06-01,Stock_A,100.24039423070832
2012-06-04,Stock_A,117.94045177596946
2012-06-05,Stock_A,121.36809556117899
2012-06-06,Stock_A,89.92207111213258
2012-06-07,Stock_A,109.56287358216073
2012-06-08,Stock_A,86.13956524943136
2012-06-11,Stock_A,121.13252662417247
2012-06-12,Stock_A,85.44894250826829
2012-06-13,Stock_A,102.24002632004924
2012-06-14,Stock_A,90.49993668959654
2012-06-15,Stock_A,80.34358555363023
2012-06-18,Stock_A,88.58717247799785
2012-06-19,Stock_A,93.08377294334701
2012-06-20,Stock_A,124.96662902506914
2012-06-21,Stock_A,90.57486272678975
2012-06-22,Stock_A,101.44591010085176
2012-06-25,Stock_A,86.54148429548083
2012-06-26,Stock_A,118.41629140858463
2012-06-27,Stock_A,121.12151146293601
2012-06-28,Stock_A,115.68302703812101
2012-06-29,Stock_A,92.91390091043012
2012-07-02,Stock_A,86.70671417732545
2012-07-03,Stock_A,81.5677643489653
2012-07-04,Stock_A,115.3777258247824
2012-07-05,Stock_A,90.80665354278425
2012-07-06,Stock_A,117.02358068866502
2012-07-09,Stock_A,82.90247113302524
2012-07-10,Stock_A,95.82789671576936
2012-07-11,Stock_A,90.88901762183231
2012-07-12,Stock_A,85.7064339695507
2012-07-13,Stock_A,65.09659106809988
2012-07-16,Stock_A,73.52334000405497
2012-07-17,Stock_A,122.56352252091142
2012-07-18,Stock_A,83.2758012660222
2012-07-19,Stock_A,113.39703939316054
2012-07-20,Stock_A,100.30282713249166
