customer_id,order_date,order_value
211,2021-04-24,90
728,2020-11-02,32
911,2019-09-23,420
591,2023-07-28,176
55,2023-05-04,100
154,2023-11-05,119
377,2021-05-31,102
36,2020-09-15,237
208,2020-04-05,391
390,2022-04-29,256
487,2023-07-30,144
851,2022-04-19,220
536,2023-09-17,21
971,2023-10-13,81
204,2023-06-06,39
165,2022-09-07,490
338,2020-04-14,229
412,2022-08-03,459
674,2019-10-08,365
216,2021-08-01,199
71,2019-03-25,428
543,2020-06-29,81
209,2022-11-14,292
34,2019-06-30,314
379,2022-07-11,260
890,2020-01-24,270
655,2021-10-17,29
638,2022-02-23,206
608,2020-11-30,428
376,2020-06-13,129
804,2021-12-10,47
219,2022-11-18,493
135,2021-09-24,479
620,2022-01-22,80
463,2021-10-05,77
361,2019-11-03,319
76,2019-09-10,358
26,2021-11-03,271
42,2022-03-24,426
792,2020-11-04,481
722,2022-03-21,275
278,2022-12-15,400
259,2021-08-24,164
131,2020-03-29,98
159,2023-01-17,360
615,2019-12-07,313
147,2021-06-21,305
53,2019-02-02,422
364,2023-04-04,307
726,2019-03-16,496
773,2023-12-31,233
853,2020-03-28,39
805,2022-08-24,377
488,2020-02-10,249
276,2022-01-12,83
42,2020-05-08,55
601,2023-11-14,468
728,2020-01-06,230
900,2023-12-04,190
1000,2021-07-24,45
457,2021-04-21,282
836,2021-11-13,309
584,2021-06-02,183
786,2019-06-26,409
28,2020-11-13,440
566,2023-02-14,81
694,2023-08-28,105
679,2020-10-09,92
879,2019-04-26,403
867,2023-05-07,79
120,2019-07-16,496
513,2023-06-10,339
257,2021-10-25,197
49,2023-11-21,71
272,2022-06-08,164
350,2021-03-24,335
549,2019-09-07,96
563,2019-03-05,138
51,2023-01-17,228
335,2020-02-13,201
737,2023-12-05,157
209,2019-01-04,144
317,2021-02-25,172
317,2020-03-05,37
703,2021-11-29,83
376,2020-05-02,255
288,2022-02-01,98
581,2022-08-19,78
217,2021-04-20,430
748,2023-10-17,270
203,2023-11-03,333
466,2022-05-27,80
730,2022-11-19,486
153,2023-06-16,137
395,2019-12-06,98
479,2023-07-16,256
17,2022-01-20,346
29,2019-09-17,190
259,2019-04-30,263
852,2022-05-12,227
105,2020-05-06,363
762,2022-12-16,106
895,2022-02-06,158
263,2022-08-16,107
553,2019-03-26,152
148,2021-02-09,461
573,2021-01-16,58
749,2022-08-19,195
896,2020-07-01,497
467,2021-06-11,99
692,2022-05-09,39
178,2019-11-06,240
281,2023-02-01,356
22,2020-03-10,294
142,2022-05-22,207
118,2023-10-30,173
64,2022-05-30,482
426,2022-05-11,428
736,2019-05-16,162
640,2022-07-29,270
856,2023-03-27,231
543,2023-03-06,497
795,2023-05-23,168
637,2023-11-11,194
48,2021-10-03,438
701,2020-07-11,191
821,2019-11-03,153
428,2020-07-08,135
710,2021-04-17,376
720,2019-05-10,222
793,2021-10-24,426
758,2019-04-02,314
663,2023-08-03,476
645,2019-06-08,165
676,2019-03-18,257
905,2022-05-18,247
913,2021-04-03,274
866,2023-06-18,443
106,2021-02-17,311
202,2020-03-11,175
437,2021-07-30,467
994,2019-02-07,358
82,2022-09-29,369
114,2022-05-05,461
497,2023-04-06,441
400,2023-09-20,262
156,2020-10-26,226
797,2020-06-01,447
438,2019-03-12,273
675,2023-10-13,479
384,2021-02-05,277
759,2023-12-31,92
41,2022-06-28,54
988,2022-10-02,148
4,2021-09-14,449
101,2021-04-06,207
549,2021-05-15,338
172,2020-02-16,114
712,2021-05-07,239
438,2023-04-10,320
934,2019-05-18,144
463,2021-02-13,204
96,2019-10-04,56
574,2023-09-30,282
948,2023-02-12,129
548,2020-02-19,419
33,2021-12-25,197
424,2021-11-17,161
523,2023-02-21,153
32,2019-12-04,464
538,2020-01-22,168
31,2019-04-07,413
623,2023-08-14,307
265,2021-07-11,409
856,2022-05-30,277
814,2023-11-29,58
314,2023-08-10,324
581,2019-09-24,302
955,2021-11-05,331
536,2023-03-02,33
642,2020-04-11,426
647,2021-07-08,378
393,2023-11-19,393
795,2022-11-26,397
537,2022-12-31,488
767,2019-10-25,380
304,2022-11-06,454
320,2022-02-06,497
102,2023-01-05,300
812,2019-05-01,72
614,2021-10-20,491
514,2022-08-13,30
198,2021-04-13,182
227,2021-10-25,202
342,2020-10-09,205
409,2023-10-16,471
304,2021-02-25,56
387,2022-07-30,480
215,2020-02-25,28
348,2022-01-22,47
309,2022-08-01,330
656,2023-05-15,193
377,2020-12-21,483
519,2019-10-25,146
489,2023-02-13,89
500,2023-03-14,302
629,2023-08-04,285
789,2023-09-11,170
200,2023-09-24,168
301,2023-01-04,237
513,2022-01-15,448
351,2022-11-24,145
154,2020-05-15,22
533,2023-08-23,206
297,2023-06-01,62
419,2023-11-24,118
653,2021-08-27,282
555,2019-01-01,430
27,2019-07-19,209
564,2021-09-08,61
594,2022-09-03,116
598,2019-01-06,279
923,2022-06-13,237
999,2020-07-02,465
88,2019-12-08,155
119,2023-08-28,359
850,2020-10-11,164
953,2023-09-13,24
423,2023-02-17,466
550,2020-09-16,388
515,2019-12-20,412
666,2022-05-19,155
483,2019-10-16,26
769,2022-12-17,56
581,2023-11-02,330
498,2021-10-31,86
583,2022-10-23,411
791,2019-05-23,344
732,2021-05-11,24
68,2022-02-12,292
218,2019-06-02,386
40,2021-05-16,77
150,2019-02-26,466
924,2020-01-19,174
192,2022-12-21,379
804,2023-10-23,132
102,2022-06-13,479
269,2021-06-01,111
958,2019-10-27,343
231,2021-11-08,263
874,2020-06-30,303
113,2021-02-13,108
630,2022-03-05,461
84,2020-10-21,197
76,2022-10-01,247
751,2021-04-21,381
133,2022-05-12,86
942,2022-04-02,141
868,2022-11-24,178
907,2022-06-27,376
788,2023-06-04,287
444,2020-11-25,202
105,2022-08-20,376
985,2023-02-15,23
433,2021-02-05,497
807,2023-07-05,140
717,2019-10-23,249
261,2019-12-08,317
301,2020-09-15,238
973,2022-10-24,201
453,2021-06-01,297
829,2019-11-29,276
383,2019-09-27,323
879,2023-02-12,62
701,2022-07-27,377
160,2020-11-08,423
924,2021-10-06,37
571,2023-03-14,217
565,2019-09-29,196
992,2021-04-08,95
135,2020-12-05,420
662,2019-08-13,200
260,2021-08-10,169
663,2019-12-02,101
242,2019-05-17,29
181,2022-01-06,299
265,2019-08-12,231
519,2023-05-26,159
517,2021-07-14,279
93,2020-01-25,445
319,2020-10-04,401
511,2023-05-22,408
203,2020-07-15,429
294,2019-04-11,247
553,2022-03-08,462
387,2020-01-04,465
700,2020-04-03,355
789,2023-03-17,24
547,2022-10-09,429
587,2019-01-20,102
272,2022-12-29,25
694,2020-09-08,171
921,2019-02-16,498
144,2021-12-12,242
116,2020-06-30,200
985,2021-10-18,282
617,2021-10-22,285
152,2021-09-07,186
459,2020-08-15,489
982,2023-03-09,97
211,2020-04-30,431
211,2022-01-10,61
920,2021-04-29,81
568,2019-09-07,400
861,2020-07-20,455
502,2022-02-21,297
270,2019-02-11,332
599,2021-04-18,371
76,2023-07-26,414
78,2022-03-09,417
960,2020-12-31,50
761,2023-09-12,23
802,2019-04-07,128
820,2022-10-09,425
505,2022-06-30,393
642,2021-09-01,112
79,2022-10-01,118
445,2019-09-02,211
239,2020-12-07,352
355,2019-08-25,231
203,2022-10-27,102
75,2020-10-20,226
173,2021-03-19,134
251,2020-04-11,493
46,2021-02-12,271
359,2020-01-20,487
509,2019-04-06,80
241,2023-04-25,375
58,2019-06-04,409
603,2023-02-05,272
500,2021-10-13,98
663,2023-10-24,215
258,2020-08-28,281
116,2023-06-19,341
706,2020-12-06,439
346,2019-08-16,418
267,2023-10-12,351
855,2021-12-05,315
297,2023-06-04,255
385,2021-06-15,188
321,2022-07-24,26
895,2023-06-22,41
262,2022-08-08,91
93,2021-11-12,125
575,2019-11-07,158
172,2022-06-16,405
93,2021-03-09,49
24,2019-02-25,343
882,2020-08-10,456
220,2021-08-18,108
363,2023-12-19,424
46,2022-07-29,172
354,2022-07-17,92
214,2022-01-23,347
324,2019-06-05,408
297,2021-03-18,257
270,2020-03-10,495
961,2020-10-12,341
319,2022-12-19,360
669,2021-06-17,270
463,2019-10-21,324
63,2019-06-05,27
411,2020-05-16,490
611,2022-03-20,226
464,2020-08-03,430
340,2023-09-20,277
340,2020-10-10,303
693,2022-12-31,158
87,2022-05-29,65
450,2022-02-05,145
487,2023-10-06,40
567,2023-11-16,189
741,2019-07-15,51
506,2019-04-12,435
469,2019-05-30,474
425,2020-12-14,169
386,2021-09-06,225
980,2020-03-24,352
539,2023-06-15,40
27,2020-01-22,425
915,2022-04-23,309
705,2019-11-08,157
898,2020-02-10,84
476,2019-01-25,84
866,2019-07-12,107
769,2022-06-01,342
161,2020-12-05,498
649,2020-03-05,62
602,2022-11-24,390
559,2022-12-31,444
453,2023-01-26,160
771,2021-10-05,393
972,2021-11-14,23
205,2021-04-26,298
610,2023-06-17,345
229,2023-12-03,437
10,2023-09-14,60
448,2022-11-24,421
787,2021-12-13,395
92,2020-04-28,109
401,2022-02-17,275
106,2023-05-23,436
489,2019-01-08,428
10,2019-02-02,327
163,2021-04-04,164
818,2023-06-25,326
539,2022-03-16,406
535,2021-04-16,330
164,2021-12-10,489
181,2023-11-20,203
537,2020-11-03,138
981,2022-02-08,132
439,2019-12-04,310
389,2021-12-08,268
896,2021-10-07,343
658,2019-04-03,462
68,2022-07-16,111
164,2019-08-03,78
297,2023-03-21,288
991,2020-08-22,337
250,2023-05-16,113
47,2022-04-02,273
588,2020-06-08,194
915,2023-04-27,479
919,2020-04-24,22
141,2019-08-16,40
626,2019-10-18,123
188,2021-02-28,340
898,2022-05-18,421
707,2023-03-21,288
287,2019-12-19,474
202,2019-02-05,352
399,2020-12-18,228
419,2022-08-02,384
684,2021-11-08,115
824,2021-01-29,112
240,2020-02-20,64
664,2021-10-26,81
878,2022-09-03,49
427,2019-10-07,478
420,2023-12-14,289
890,2021-09-09,456
190,2020-05-29,29
371,2021-05-06,475
130,2019-05-06,434
408,2020-06-01,25
569,2021-05-17,486
205,2021-10-03,394
818,2022-05-29,38
183,2022-01-06,31
962,2020-10-08,392
410,2021-11-07,211
249,2022-09-05,122
562,2022-05-06,389
359,2023-02-25,269
789,2019-05-14,263
37,2019-10-06,357
984,2023-05-28,458
450,2020-10-22,214
982,2023-09-24,284
822,2021-08-27,153
816,2023-11-11,404
592,2021-10-11,445
817,2022-01-13,368
350,2022-01-15,458
977,2023-11-07,196
943,2020-01-18,374
902,2022-09-30,118
560,2019-06-01,49
293,2023-12-30,310
264,2019-10-08,82
33,2023-03-17,425
92,2020-12-19,446
147,2020-10-12,47
258,2020-10-15,165
894,2020-03-01,307
174,2022-04-24,88
239,2020-04-24,457
315,2020-03-19,271
691,2023-06-22,181
639,2020-12-21,434
535,2021-07-08,129
996,2022-12-08,372
157,2020-02-23,151
227,2019-09-10,417
307,2019-05-30,290
579,2019-01-15,207
575,2023-11-16,39
600,2021-08-13,295
346,2019-12-21,196
468,2019-03-10,118
644,2021-12-08,266
509,2019-03-23,343
337,2022-06-13,37
707,2022-10-04,427
515,2022-12-22,430
830,2019-09-29,308
643,2022-06-06,144
753,2019-12-22,339
93,2020-06-05,172
961,2021-08-27,88
860,2019-08-26,165
134,2019-11-03,64
360,2021-01-04,385
870,2022-05-26,39
43,2019-01-05,310
408,2023-05-03,266
312,2023-08-25,409
879,2020-09-10,366
99,2021-12-05,495
598,2021-11-13,222
818,2023-03-25,28
55,2022-01-07,199
186,2023-10-25,175
750,2019-05-18,38
300,2023-06-23,122
500,2019-01-21,265
699,2020-01-30,104
470,2021-05-28,338
83,2021-12-28,370
544,2022-01-31,253
732,2021-07-29,154
683,2023-09-19,56
365,2022-06-26,364
818,2020-08-08,111
762,2020-12-04,311
409,2023-01-24,36
27,2021-09-29,109
922,2020-10-09,367
349,2023-07-16,184
624,2019-10-09,484
841,2022-04-22,463
160,2022-07-16,272
720,2020-04-20,324
255,2021-08-27,100
889,2021-08-02,203
582,2023-04-10,309
953,2023-09-01,268
283,2023-03-22,234
49,2019-06-16,177
777,2020-10-24,430
439,2019-09-19,198
54,2023-12-26,412
245,2021-07-20,39
633,2019-10-24,490
954,2021-04-15,450
312,2022-03-24,166
29,2019-10-24,87
175,2020-07-24,96
727,2022-11-30,121
691,2021-04-11,159
822,2019-12-20,400
393,2020-05-02,92
103,2021-10-23,226
671,2020-10-18,232
168,2019-10-23,98
582,2020-03-10,132
603,2021-12-20,272
80,2019-12-13,152
68,2019-09-24,216
399,2020-12-28,44
351,2023-10-19,491
89,2019-11-18,120
431,2021-08-02,264
31,2023-10-09,50
253,2019-11-19,449
315,2019-08-29,309
514,2023-02-15,275
708,2022-02-14,444
310,2019-12-17,225
166,2021-04-24,494
747,2019-06-13,87
742,2021-02-15,234
642,2019-01-12,141
436,2022-04-27,441
945,2022-04-22,65
182,2023-09-26,88
803,2023-02-20,46
195,2021-09-03,190
722,2021-10-13,264
11,2022-12-19,481
359,2022-12-05,474
706,2022-02-09,320
528,2022-10-19,293
461,2023-02-18,307
511,2022-09-27,268
806,2019-08-12,21
596,2023-12-13,444
884,2019-02-24,39
468,2022-03-06,496
196,2021-11-09,461
415,2019-12-10,493
719,2019-09-25,313
642,2022-04-27,276
714,2019-12-12,472
180,2022-01-24,457
384,2019-11-16,268
696,2023-05-11,417
430,2022-05-04,172
269,2020-11-21,156
287,2021-08-12,241
749,2022-05-13,230
88,2019-10-28,208
210,2020-09-25,455
242,2020-08-09,251
558,2019-01-08,155
683,2023-01-10,35
909,2020-12-27,133
963,2022-08-21,283
653,2021-06-28,298
995,2019-01-31,92
247,2020-10-19,243
251,2022-06-28,53
954,2023-02-11,264
800,2019-07-31,257
659,2022-01-13,37
834,2021-07-26,384
945,2020-05-28,63
81,2021-02-10,162
490,2021-08-04,34
96,2020-07-07,112
14,2021-09-07,402
781,2023-10-24,396
213,2020-02-29,298
335,2022-10-11,234
917,2020-02-19,468
158,2023-08-20,268
257,2022-09-03,489
800,2022-08-22,90
434,2021-12-24,128
288,2020-03-17,307
239,2020-05-07,495
380,2021-04-13,389
37,2022-02-24,179
164,2022-02-17,308
50,2020-04-15,190
541,2022-12-15,32
584,2019-03-10,391
316,2022-06-28,239
16,2022-11-21,412
391,2021-05-21,465
247,2022-01-29,204
462,2019-07-13,451
478,2019-07-23,446
305,2020-08-18,342
530,2022-11-27,228
370,2019-03-11,307
406,2020-03-05,348
774,2020-04-28,380
282,2022-04-24,463
452,2021-04-02,404
762,2021-11-22,460
896,2019-05-20,388
953,2021-07-11,125
370,2020-08-08,231
371,2022-02-22,344
999,2019-02-14,251
341,2020-08-22,232
190,2022-01-30,344
96,2019-04-03,215
206,2022-01-14,268
718,2023-04-24,336
368,2020-09-29,283
245,2019-03-28,236
461,2021-05-30,282
387,2021-12-27,440
989,2023-04-13,189
273,2019-06-12,435
1,2021-06-07,420
945,2021-09-26,175
769,2020-04-18,89
536,2023-10-18,253
817,2023-02-25,451
22,2020-10-24,73
737,2023-03-20,189
462,2023-12-13,55
408,2019-10-30,341
604,2022-12-11,434
332,2021-04-08,468
600,2020-01-18,278
608,2022-12-03,270
536,2023-06-18,32
723,2020-01-31,178
500,2019-11-16,48
179,2020-09-26,76
5,2023-12-09,180
193,2019-06-25,456
801,2019-04-25,285
500,2021-09-23,249
835,2019-06-08,338
302,2020-03-26,348
572,2019-10-10,212
767,2023-10-10,127
10,2022-04-11,376
293,2019-01-04,371
843,2021-07-03,372
920,2022-11-01,277
565,2023-01-06,129
406,2023-06-20,149
340,2021-03-27,142
64,2021-05-01,472
440,2020-07-17,477
911,2020-07-04,135
520,2021-11-26,249
265,2020-01-23,312
305,2020-05-26,405
625,2023-04-09,252
851,2022-06-13,336
851,2022-10-12,253
257,2023-12-08,315
831,2021-01-06,210
503,2019-03-10,44
769,2021-12-30,398
54,2020-07-22,185
511,2022-07-26,312
323,2021-03-08,229
156,2019-10-10,46
958,2022-06-23,359
640,2021-09-20,197
100,2020-02-09,437
679,2021-06-04,63
75,2021-01-17,91
804,2020-08-07,407
285,2021-08-25,241
11,2019-10-21,455
473,2021-11-18,330
216,2022-12-16,247
730,2021-07-27,348
340,2019-09-04,252
930,2022-05-05,287
232,2021-01-11,417
969,2021-07-07,273
508,2020-02-26,182
506,2022-07-18,25
601,2022-10-22,66
393,2021-08-19,426
916,2019-01-05,390
233,2019-10-17,87
779,2023-07-04,273
368,2019-01-03,468
925,2022-11-21,78
947,2022-02-25,412
34,2019-01-02,138
938,2019-08-16,205
263,2022-01-13,67
338,2021-07-30,210
489,2021-04-24,284
153,2019-03-09,191
694,2022-05-06,65
151,2020-09-20,162
735,2020-03-22,265
657,2021-12-03,235
515,2022-12-28,456
333,2019-03-29,195
954,2023-07-27,347
120,2020-10-21,495
425,2019-10-21,403
652,2019-08-25,445
767,2022-07-03,385
278,2020-06-12,164
190,2020-11-28,54
752,2020-02-18,434
321,2023-04-28,151
70,2022-12-02,323
214,2022-11-07,417
353,2019-06-19,172
630,2021-08-05,321
125,2022-09-28,67
72,2019-11-29,187
307,2023-10-21,197
166,2023-11-05,282
700,2019-01-21,114
886,2022-10-24,335
551,2022-10-04,310
338,2022-02-26,249
50,2020-05-18,210
726,2023-06-03,423
731,2019-07-30,163
249,2019-03-31,425
265,2022-07-07,183
549,2023-04-10,38
499,2023-05-14,405
740,2020-12-10,87
905,2022-09-21,117
521,2022-08-02,26
813,2020-09-20,322
526,2023-07-24,196
162,2020-01-14,225
911,2022-09-24,318
837,2021-06-20,307
51,2023-01-24,420
522,2019-03-26,248
363,2021-03-03,403
262,2020-03-19,138
664,2020-06-27,289
619,2022-10-29,100
585,2021-01-09,179
176,2019-07-12,207
583,2021-07-25,207
701,2020-01-26,327
78,2022-10-24,213
212,2021-05-04,279
939,2023-10-20,497
309,2023-08-18,497
161,2020-02-13,210
630,2021-10-08,308
453,2023-06-18,125
99,2023-08-30,148
810,2022-12-21,116
481,2020-04-28,83
778,2021-12-04,147
861,2023-11-15,242
333,2022-03-01,312
75,2022-09-27,481
535,2023-11-24,401
20,2023-11-21,345
400,2020-03-29,410
632,2022-05-04,123
818,2022-09-29,171
664,2022-09-19,133
